plate_id,sample,sample_type,target,target_type,dye,reaction,wells,corr_cq
QQP000224,127991,std,E gene,toi,FAM,duplex,M20,35.738817666249574
QQP000224,141896,std,E gene,toi,FAM,duplex,O22,34.75234827550358
QQP000225,141919,std,E gene,toi,FAM,duplex,M21,22.22383984882758
QQP000227,155843,std,E gene,toi,FAM,duplex,E24,24.67114894131008
QQP000227,100228,std,E gene,toi,FAM,duplex,G16,27.12144216285608
QQP000228,30722,std,E gene,toi,FAM,duplex,C6,33.03029856670358
QQP000228,141954,std,E gene,toi,FAM,duplex,C22,28.609765214416583
QQP000228,44629,std,E gene,toi,FAM,duplex,I8,24.28437057663958
QQP000228,58533,std,E gene,toi,FAM,duplex,I10,16.241172603523584
QQP000228,44631,std,E gene,toi,FAM,duplex,M8,29.691406241984584
QQP000228,72439,std,E gene,toi,FAM,duplex,M12,27.598150911999582
QQP000229,128066,std,E gene,toi,FAM,duplex,C20,34.02213473038158
QQP000229,86360,std,E gene,toi,FAM,duplex,O14,18.82694306129358
QQP000230,155889,std,E gene,toi,FAM,duplex,A24,26.72134529817708
QQP000230,128085,std,E gene,toi,FAM,duplex,I20,20.79674612898708
QQP000230,141989,std,E gene,toi,FAM,duplex,I22,30.207694721029082
QQP000230,155893,std,E gene,toi,FAM,duplex,I24,17.040397761004083
QQP000230,141990,std,E gene,toi,FAM,duplex,K22,32.08392349250608
QQP000231,100298,std,E gene,toi,FAM,duplex,C15,29.47244049724658
QQP000231,16875,std,E gene,toi,FAM,duplex,E3,34.477513479837576
QQP000232,142025,std,E gene,toi,FAM,duplex,A21,35.06573877139208
QQP000232,128123,std,E gene,toi,FAM,duplex,E19,24.76267774592308
QQP000232,100317,std,E gene,toi,FAM,duplex,I15,29.97861408354908
QQP000232,100318,std,E gene,toi,FAM,duplex,K15,21.80914165612508
QQP000232,72511,std,E gene,toi,FAM,duplex,M11,27.88619926841708
QQP000236,16945,std,E gene,toi,FAM,duplex,A4,34.31675616915558
QQP000236,44754,std,E gene,toi,FAM,duplex,C8,30.53466076188258
QQP000236,72564,std,E gene,toi,FAM,duplex,G12,30.85205751763758
QQP000236,128183,std,E gene,toi,FAM,duplex,M20,32.38775147618058
QQP000236,30856,std,E gene,toi,FAM,duplex,O6,28.89328513247958
QQP000236,44760,std,E gene,toi,FAM,duplex,O8,28.071951214981578
QQP000236,114280,std,E gene,toi,FAM,duplex,O18,29.23433987693558
QQP000236,72573,std,E gene,toi,FAM,duplex,I11,21.41379335739158
QQP000238,44787,std,E gene,toi,FAM,duplex,E8,29.02158165001208
QQP000238,16988,std,E gene,toi,FAM,duplex,G3,33.55927426531808
QQP000238,3088,std,E gene,toi,FAM,duplex,O1,23.14480384742708
QQP000239,3089,std,E gene,toi,FAM,duplex,A2,32.73855129540158
QQP000239,72617,std,E gene,toi,FAM,duplex,A11,30.256657404102583
QQP000240,142152,std,E gene,toi,FAM,duplex,O22,30.095640750168076
QQP000240,17017,std,E gene,toi,FAM,duplex,A3,31.88401125218908
QQP000241,156078,std,E gene,toi,FAM,duplex,K23,21.232314251665585
QQP000244,30977,std,E gene,toi,FAM,duplex,A6,30.19304072735208
QQP000244,58789,std,E gene,toi,FAM,duplex,I10,18.90963614529208
QQP000244,100501,std,E gene,toi,FAM,duplex,I16,24.19427032319708
QQP000245,128322,std,E gene,toi,FAM,duplex,C20,20.48094496150108
QQP000248,72754,std,E gene,toi,FAM,duplex,C12,25.662639062113083
QQP000248,86661,std,E gene,toi,FAM,duplex,I14,29.93548072995308
QQP000248,114470,std,E gene,toi,FAM,duplex,K18,24.419248184642083
QQP000248,72764,std,E gene,toi,FAM,duplex,G11,31.00523750872308
QQP000248,44957,std,E gene,toi,FAM,duplex,I7,28.85135094380908
QQP000248,86671,std,E gene,toi,FAM,duplex,M13,30.09479228939508
QQP000248,128383,std,E gene,toi,FAM,duplex,M19,18.47513369350808
QQP000250,17175,std,E gene,toi,FAM,duplex,M4,25.113566271547082
QQP000250,128408,std,E gene,toi,FAM,duplex,O20,28.759565920650083
QQP000250,17179,std,E gene,toi,FAM,duplex,E3,30.406895297514083
QQP000251,3292,std,E gene,toi,FAM,duplex,G1,21.32269639606558
QQP000251,86720,std,E gene,toi,FAM,duplex,O13,20.56961754121158
QQP000254,72854,std,E gene,toi,FAM,duplex,K12,29.65686747144958
QQP000255,3347,std,E gene,toi,FAM,duplex,E2,20.969407776045077
QQP000260,72960,std,E gene,toi,FAM,duplex,O11,29.28891661532058
QQP000261,142484,std,E gene,toi,FAM,duplex,G22,27.24596900523508
QQP000261,86872,std,E gene,toi,FAM,duplex,O14,31.56176776602008
QQP000262,86884,std,E gene,toi,FAM,duplex,G14,21.708472290558078
QQP000263,59096,std,E gene,toi,FAM,duplex,O10,21.10044184158808
QQP000264,156445,std,E gene,toi,FAM,duplex,I23,32.27055912634358
QQP000266,100854,std,E gene,toi,FAM,duplex,K16,23.99276509754258
QQP000268,156500,std,E gene,toi,FAM,duplex,G24,31.211021808968077
QQP000268,86982,std,E gene,toi,FAM,duplex,K14,30.52327224045508
QQP000268,86983,std,E gene,toi,FAM,duplex,M14,21.960040964443078
QQP000268,156506,std,E gene,toi,FAM,duplex,C23,31.680648388046077
QQP000268,31373,std,E gene,toi,FAM,duplex,I5,25.329949866087077
QQP000268,156510,std,E gene,toi,FAM,duplex,K23,22.186212587448075
QQP000268,31375,std,E gene,toi,FAM,duplex,M5,30.111460853240075
QQP000269,73089,std,E gene,toi,FAM,duplex,A12,30.63236446628308
QQP000270,3585,std,E gene,toi,FAM,duplex,A2,19.083707394037077
QQP000270,3592,std,E gene,toi,FAM,duplex,O2,29.42612358585008
QQP000270,142635,std,E gene,toi,FAM,duplex,E21,29.379917600367076
QQP000270,100924,std,E gene,toi,FAM,duplex,G15,25.271891214228077
QQP000271,87032,std,E gene,toi,FAM,duplex,O14,18.967833010836078
QQP000273,128769,std,E gene,toi,FAM,duplex,A20,19.745768771632083
QQP000273,59251,std,E gene,toi,FAM,duplex,E10,12.209221118888081
QQP000273,87060,std,E gene,toi,FAM,duplex,G14,27.28473357981408
QQP000273,45350,std,E gene,toi,FAM,duplex,K8,35.251325230606085
QQP000273,31447,std,E gene,toi,FAM,duplex,M6,17.04880865102008
QQP000273,73160,std,E gene,toi,FAM,duplex,O12,26.845077682119083
QQP000273,45360,std,E gene,toi,FAM,duplex,O7,30.50152729685708
QQP000274,114881,std,E gene,toi,FAM,duplex,A18,29.99660113732558
QQP000274,128785,std,E gene,toi,FAM,duplex,A20,20.18514993105558
QQP000276,59297,std,E gene,toi,FAM,duplex,A10,33.22502208885408
QQP000276,59299,std,E gene,toi,FAM,duplex,E10,22.85245508879208
QQP000279,114968,std,E gene,toi,FAM,duplex,O18,22.050827060927578
QQP000285,128967,std,E gene,toi,FAM,duplex,M20,31.66135378062208
QQP000288,3873,std,E gene,toi,FAM,duplex,A2,24.89783141799408
QQP000288,73395,std,E gene,toi,FAM,duplex,E12,31.83428311595208
QQP000288,115109,std,E gene,toi,FAM,duplex,I18,27.63316195935308
QQP000288,59495,std,E gene,toi,FAM,duplex,M10,19.17169403330808
QQP000290,3905,std,E gene,toi,FAM,duplex,A2,13.378237278520084
QQP000290,45618,std,E gene,toi,FAM,duplex,C8,30.694420200436085
QQP000290,101241,std,E gene,toi,FAM,duplex,A15,17.748448293196084
QQP000290,156857,std,E gene,toi,FAM,duplex,A23,30.71479245240508
QQP000290,31722,std,E gene,toi,FAM,duplex,C5,29.85647303493308
QQP000290,59535,std,E gene,toi,FAM,duplex,M9,27.916490573921084
QQP000290,73439,std,E gene,toi,FAM,duplex,M11,15.461885580552083
QQP000292,156890,std,E gene,toi,FAM,duplex,C23,28.892726011024077
QQP000292,45662,std,E gene,toi,FAM,duplex,K7,23.24222802595308
QQP000292,59567,std,E gene,toi,FAM,duplex,M9,20.71172576841808
QQP000293,45666,std,E gene,toi,FAM,duplex,C8,14.365507155981579
QQP000293,45667,std,E gene,toi,FAM,duplex,E8,12.947158346132579
QQP000293,3961,std,E gene,toi,FAM,duplex,A1,15.496507905831578
QQP000293,45675,std,E gene,toi,FAM,duplex,E7,29.49226031417658
QQP000295,87418,std,E gene,toi,FAM,duplex,C13,21.31670999287658
QQP000296,4007,std,E gene,toi,FAM,duplex,M2,32.06681132030208
QQP000297,73540,std,E gene,toi,FAM,duplex,G12,34.54480302122108
QQP000297,31830,std,E gene,toi,FAM,duplex,K6,17.644451373480077
QQP000298,17944,std,E gene,toi,FAM,duplex,O4,31.95830118258758
QQP000298,17945,std,E gene,toi,FAM,duplex,A3,31.89215428824058
QQP000298,17946,std,E gene,toi,FAM,duplex,C3,17.62964643383258
QQP000299,4061,std,E gene,toi,FAM,duplex,I1,32.92768411867108
QQP000300,129205,std,E gene,toi,FAM,duplex,I20,20.824926915130078
QQP000300,4076,std,E gene,toi,FAM,duplex,G1,29.72661907113008
QQP000300,4077,std,E gene,toi,FAM,duplex,I1,9.846128789770079
QQP000300,4078,std,E gene,toi,FAM,duplex,K1,23.16332253010208
QQP000300,4079,std,E gene,toi,FAM,duplex,M1,28.87030989197408
QQP000302,73630,std,E gene,toi,FAM,duplex,K11,23.48867478576858
QQP000305,18062,std,E gene,toi,FAM,duplex,K3,21.74863225094008
QQP000305,4160,std,E gene,toi,FAM,duplex,O1,30.53453837361108
QQP000306,18065,std,E gene,toi,FAM,duplex,A4,19.88948980330508
QQP000306,4165,std,E gene,toi,FAM,duplex,I2,32.47662484642608
QQP000308,73722,std,E gene,toi,FAM,duplex,C11,15.656025945573083
QQP000308,59822,std,E gene,toi,FAM,duplex,K9,26.26172357302608
QQP000310,4233,std,E gene,toi,FAM,duplex,A1,31.009795685662084
QQP000310,4235,std,E gene,toi,FAM,duplex,E1,20.832402841202082
QQP000312,101593,std,E gene,toi,FAM,duplex,A15,32.96655932998608
QQP000312,129406,std,E gene,toi,FAM,duplex,K19,33.203644018256085
QQP000312,87695,std,E gene,toi,FAM,duplex,M13,32.589208028925086
QQP000313,32086,std,E gene,toi,FAM,duplex,K6,31.210933321048582
QQP000313,45994,std,E gene,toi,FAM,duplex,C7,31.633469517251584
QQP000313,45999,std,E gene,toi,FAM,duplex,M7,21.133430372061582
QQP000314,59907,std,E gene,toi,FAM,duplex,E10,19.557072949861578
QQP000314,46009,std,E gene,toi,FAM,duplex,A7,31.081640588700576
QQP000314,129433,std,E gene,toi,FAM,duplex,A19,32.836248790896576
QQP000314,143337,std,E gene,toi,FAM,duplex,A21,31.086798825870577
QQP000314,59915,std,E gene,toi,FAM,duplex,E9,33.22764766191757
QQP000315,32122,std,E gene,toi,FAM,duplex,C5,26.93065623886458
QQP000316,129471,std,E gene,toi,FAM,duplex,M19,24.62014141592108
QQP000319,87796,std,E gene,toi,FAM,duplex,G14,21.79602510160658
QQP000320,18297,std,E gene,toi,FAM,duplex,A3,25.030047645927084
QQP000320,129531,std,E gene,toi,FAM,duplex,E19,18.554519873294083
QQP000320,143439,std,E gene,toi,FAM,duplex,M21,18.52785586214508
QQP000321,60026,std,E gene,toi,FAM,duplex,C9,21.67829744867258
QQP000321,60027,std,E gene,toi,FAM,duplex,E9,24.52217762789958
QQP000325,87890,std,E gene,toi,FAM,duplex,C14,31.40048832196858
QQP000328,143561,std,E gene,toi,FAM,duplex,A21,32.21770754105708
QQP000328,129659,std,E gene,toi,FAM,duplex,E19,25.432584467237078
QQP000329,87965,std,E gene,toi,FAM,duplex,I13,29.33078424847908
QQP000332,157521,std,E gene,toi,FAM,duplex,A24,29.938244798592077
QQP000332,60198,std,E gene,toi,FAM,duplex,K10,20.395224897054078
QQP000334,157564,std,E gene,toi,FAM,duplex,G23,33.54874193628308
QQP000337,129798,std,E gene,toi,FAM,duplex,K20,16.51897442012358
QQP000337,101992,std,E gene,toi,FAM,duplex,O16,24.322249688865583
QQP000338,115920,std,E gene,toi,FAM,duplex,O17,28.86468723668558
QQP000340,157649,std,E gene,toi,FAM,duplex,A24,31.205603956788583
QQP000342,4737,std,E gene,toi,FAM,duplex,A2,21.828836943903582
QQP000343,88184,std,E gene,toi,FAM,duplex,O14,33.117760463948585
QQP000344,4770,std,E gene,toi,FAM,duplex,C2,20.68257172753558
QQP000344,4771,std,E gene,toi,FAM,duplex,E2,31.88428354862658
QQP000344,74300,std,E gene,toi,FAM,duplex,G11,30.68001150092158
QQP000346,4807,std,E gene,toi,FAM,duplex,M2,26.68459454269158
QQP000346,88233,std,E gene,toi,FAM,duplex,A13,18.56165588725958
QQP000346,18716,std,E gene,toi,FAM,duplex,G3,18.26747112791858
QQP000346,88237,std,E gene,toi,FAM,duplex,I13,17.68881750496458
QQP000347,157769,std,E gene,toi,FAM,duplex,A23,21.15170491846958
QQP000348,116078,std,E gene,toi,FAM,duplex,K17,20.65025537985108
QQP000350,18769,std,E gene,toi,FAM,duplex,A4,15.33347654541258
QQP000350,32676,std,E gene,toi,FAM,duplex,G6,24.85338738849958
QQP000351,102215,std,E gene,toi,FAM,duplex,M16,30.343557026157082
QQP000351,60512,std,E gene,toi,FAM,duplex,O9,32.660174881900076
QQP000352,102232,std,E gene,toi,FAM,duplex,O16,28.87558375060208
QQP000353,60531,std,E gene,toi,FAM,duplex,E10,18.98012402286358
QQP000356,32770,std,E gene,toi,FAM,duplex,C6,15.648967261877578
QQP000356,60579,std,E gene,toi,FAM,duplex,E10,23.00283567009958
QQP000356,130107,std,E gene,toi,FAM,duplex,E19,17.60983196520158
QQP000357,4983,std,E gene,toi,FAM,duplex,M2,32.631215701583585
QQP000358,102333,std,E gene,toi,FAM,duplex,I15,14.481601965187082
QQP000362,88484,std,E gene,toi,FAM,duplex,G14,27.00804868082108
QQP000362,88485,std,E gene,toi,FAM,duplex,I14,32.13314977053908
QQP000363,60691,std,E gene,toi,FAM,duplex,E10,18.24230987488458
QQP000363,116308,std,E gene,toi,FAM,duplex,G18,30.26833752325458
QQP000363,5077,std,E gene,toi,FAM,duplex,I2,28.23398757960758
QQP000363,60694,std,E gene,toi,FAM,duplex,K10,32.45236104889058
QQP000363,60695,std,E gene,toi,FAM,duplex,M10,19.04085904289958
QQP000364,46811,std,E gene,toi,FAM,duplex,E7,19.23875224246208
QQP000364,32909,std,E gene,toi,FAM,duplex,I5,20.25021192023108
QQP000369,46885,std,E gene,toi,FAM,duplex,I8,23.40092037771258
QQP000373,5241,std,E gene,toi,FAM,duplex,A1,31.17177989307658
QQP000380,88770,std,E gene,toi,FAM,duplex,C14,22.91139790650358
QQP000380,144388,std,E gene,toi,FAM,duplex,G22,19.99194253724158
QQP000380,130492,std,E gene,toi,FAM,duplex,G19,26.439485249696578
QQP000381,33177,std,E gene,toi,FAM,duplex,A5,27.564730631333582
QQP000381,88797,std,E gene,toi,FAM,duplex,I13,26.00261134098958
QQP000381,158318,std,E gene,toi,FAM,duplex,K23,32.326661999524575
QQP000381,102703,std,E gene,toi,FAM,duplex,M15,28.98277169532258
QQP000382,33191,std,E gene,toi,FAM,duplex,M6,28.30603018361558
QQP000382,47095,std,E gene,toi,FAM,duplex,M8,17.59046680232158
QQP000382,33192,std,E gene,toi,FAM,duplex,O6,17.32021640572858
QQP000383,74915,std,E gene,toi,FAM,duplex,E12,25.35505978694608
QQP000384,102744,std,E gene,toi,FAM,duplex,O16,21.62649725597258
QQP000384,144463,std,E gene,toi,FAM,duplex,M21,21.30281602182058
QQP000388,144525,std,E gene,toi,FAM,duplex,I21,27.42594430820558
QQP000388,102814,std,E gene,toi,FAM,duplex,K15,23.70205521050658
QQP000388,158430,std,E gene,toi,FAM,duplex,K23,23.26608923757658
QQP000388,130624,std,E gene,toi,FAM,duplex,O19,29.42709868719358
QQP000390,5512,std,E gene,toi,FAM,duplex,O2,24.66930933185508
QQP000390,130650,std,E gene,toi,FAM,duplex,C19,26.95153136979908
QQP000394,47283,std,E gene,toi,FAM,duplex,E8,29.25249144058758
QQP000397,102953,std,E gene,toi,FAM,duplex,A15,34.17325323246308
QQP000397,33435,std,E gene,toi,FAM,duplex,E5,19.94888516679708
QQP000398,33451,std,E gene,toi,FAM,duplex,E5,32.42911774865958
QQP000398,89071,std,E gene,toi,FAM,duplex,M13,32.705671147467584
QQP000398,102975,std,E gene,toi,FAM,duplex,M15,24.02153294567058
QQP000398,102976,std,E gene,toi,FAM,duplex,O15,23.44783000320258
QQP000399,116885,std,E gene,toi,FAM,duplex,I18,18.08812909704558
QQP000403,144766,std,E gene,toi,FAM,duplex,K21,23.313116009655083
QQP000405,116983,std,E gene,toi,FAM,duplex,M18,18.25949466370258
QQP000406,158718,std,E gene,toi,FAM,duplex,K23,24.69350822627458
QQP000408,144840,std,E gene,toi,FAM,duplex,O22,18.07260704612808
QQP000409,144854,std,E gene,toi,FAM,duplex,K22,19.012588712728082
QQP000410,75349,std,E gene,toi,FAM,duplex,I12,24.06427390004958
QQP000410,75358,std,E gene,toi,FAM,duplex,K11,27.84033003749258
QQP000414,131032,std,E gene,toi,FAM,duplex,O20,31.34436495793858
QQP000415,5905,std,E gene,toi,FAM,duplex,A2,25.68080946814408
QQP000415,5907,std,E gene,toi,FAM,duplex,E2,31.68202425345808
QQP000416,47641,std,E gene,toi,FAM,duplex,A7,30.843834046232576
QQP000417,158886,std,E gene,toi,FAM,duplex,K24,30.47307370284458
QQP000417,89373,std,E gene,toi,FAM,duplex,I13,18.040381499345582
QQP000417,89375,std,E gene,toi,FAM,duplex,M13,30.510842460753583
QQP000420,103324,std,E gene,toi,FAM,duplex,G15,24.81167487830958
QQP000422,75546,std,E gene,toi,FAM,duplex,C11,28.32188523101008
QQP000427,61713,std,E gene,toi,FAM,duplex,A10,23.64248260826108
QQP000427,61719,std,E gene,toi,FAM,duplex,M10,15.20951463063808
QQP000428,117350,std,E gene,toi,FAM,duplex,K18,31.74567085167308
QQP000428,61741,std,E gene,toi,FAM,duplex,I9,24.92699979826108
QQP000429,103460,std,E gene,toi,FAM,duplex,G16,18.518675536866578
QQP000434,131348,std,E gene,toi,FAM,duplex,G20,26.872541886140578
QQP000434,103545,std,E gene,toi,FAM,duplex,A15,24.123491005025578
QQP000440,117537,std,E gene,toi,FAM,duplex,A18,24.713165549301582
QQP000443,159302,std,E gene,toi,FAM,duplex,K24,14.238145574723083
QQP000444,89793,std,E gene,toi,FAM,duplex,A14,28.71587361315708
QQP000444,20276,std,E gene,toi,FAM,duplex,G4,23.746638455245076
QQP000444,89797,std,E gene,toi,FAM,duplex,I14,24.065668027799077
QQP000444,61990,std,E gene,toi,FAM,duplex,K10,20.344945133301078
QQP000444,159318,std,E gene,toi,FAM,duplex,K24,30.747185667115076
QQP000444,89799,std,E gene,toi,FAM,duplex,M14,25.95335611304308
QQP000444,89805,std,E gene,toi,FAM,duplex,I13,23.86727449174308
QQP000444,89808,std,E gene,toi,FAM,duplex,O13,16.004659504524078
QQP000445,159342,std,E gene,toi,FAM,duplex,K23,18.14214500612358
QQP000446,117644,std,E gene,toi,FAM,duplex,G17,29.51045863702558
QQP000447,20321,std,E gene,toi,FAM,duplex,A4,35.25453331273758
QQP000448,89857,std,E gene,toi,FAM,duplex,A14,28.45503086849958
QQP000448,131574,std,E gene,toi,FAM,duplex,K20,29.206921116744578
QQP000448,75965,std,E gene,toi,FAM,duplex,I11,23.49344220216758
QQP000448,103773,std,E gene,toi,FAM,duplex,I15,33.91599798965558
QQP000448,75966,std,E gene,toi,FAM,duplex,K11,26.723263830498578
QQP000448,62063,std,E gene,toi,FAM,duplex,M9,26.40707210217158
QQP000449,103778,std,E gene,toi,FAM,duplex,C16,26.39305600247658
QQP000449,103779,std,E gene,toi,FAM,duplex,E16,15.07530682687058
QQP000449,6452,std,E gene,toi,FAM,duplex,G2,26.24580235783258
QQP000449,20358,std,E gene,toi,FAM,duplex,K4,21.48195591662258
QQP000449,20359,std,E gene,toi,FAM,duplex,M4,23.93843957056358
QQP000449,131595,std,E gene,toi,FAM,duplex,E19,25.880408973020582
QQP000450,20377,std,E gene,toi,FAM,duplex,A3,24.93145198987808
QQP000450,48186,std,E gene,toi,FAM,duplex,C7,25.03251052134108
QQP000450,159420,std,E gene,toi,FAM,duplex,G23,15.271093745272081
QQP000450,62093,std,E gene,toi,FAM,duplex,I9,23.093620343209082
QQP000450,6480,std,E gene,toi,FAM,duplex,O1,31.858935581162083
QQP000452,89923,std,E gene,toi,FAM,duplex,E14,16.88069883873958
QQP000452,20406,std,E gene,toi,FAM,duplex,K4,21.76779411794258
QQP000452,48215,std,E gene,toi,FAM,duplex,M8,29.41054065011558
QQP000452,20412,std,E gene,toi,FAM,duplex,G3,27.33495392373558
QQP000452,34318,std,E gene,toi,FAM,duplex,K5,12.03772162963258
QQP000452,103838,std,E gene,toi,FAM,duplex,K15,23.30287906569658
QQP000452,117743,std,E gene,toi,FAM,duplex,M17,19.59777406434158
QQP000452,6512,std,E gene,toi,FAM,duplex,O1,26.27672255243958
QQP000453,48235,std,E gene,toi,FAM,duplex,E7,19.709930157644582
QQP000453,62144,std,E gene,toi,FAM,duplex,O9,32.21793109542058
QQP000454,34345,std,E gene,toi,FAM,duplex,A5,24.15644080276508
QQP000455,62161,std,E gene,toi,FAM,duplex,A10,25.262653921990584
QQP000455,6553,std,E gene,toi,FAM,duplex,A1,28.918426568741584
QQP000455,34362,std,E gene,toi,FAM,duplex,C5,20.868917674847584
QQP000455,76075,std,E gene,toi,FAM,duplex,E11,13.791500192242584
QQP000456,89985,std,E gene,toi,FAM,duplex,A14,21.11752127780658
QQP000459,90036,std,E gene,toi,FAM,duplex,G14,20.52645894613558
QQP000459,117850,std,E gene,toi,FAM,duplex,C17,25.80236318395658
QQP000460,34438,std,E gene,toi,FAM,duplex,K6,32.273846710694585
QQP000460,62249,std,E gene,toi,FAM,duplex,A9,21.21342450576058
QQP000460,131771,std,E gene,toi,FAM,duplex,E19,14.763427763870581
QQP000460,145680,std,E gene,toi,FAM,duplex,O21,28.860793861445583
QQP000461,62263,std,E gene,toi,FAM,duplex,M10,23.19614241454158
QQP000462,62279,std,E gene,toi,FAM,duplex,M10,30.579793483953083
QQP000463,145721,std,E gene,toi,FAM,duplex,A21,32.66821860358908
QQP000464,34505,std,E gene,toi,FAM,duplex,A5,22.358841965762082
QQP000464,62316,std,E gene,toi,FAM,duplex,G9,32.097443275816076
QQP000466,34537,std,E gene,toi,FAM,duplex,A5,22.358841965762082
QQP000466,62348,std,E gene,toi,FAM,duplex,G9,32.097443275816076
QQP000468,159697,std,E gene,toi,FAM,duplex,A24,33.607564905754074
QQP000468,20659,std,E gene,toi,FAM,duplex,E4,28.65903651560208
QQP000468,48471,std,E gene,toi,FAM,duplex,M8,23.37917710787208
QQP000469,34579,std,E gene,toi,FAM,duplex,E6,22.78191477355708
QQP000469,131913,std,E gene,toi,FAM,duplex,A19,15.21590658238208
QQP000469,131914,std,E gene,toi,FAM,duplex,C19,29.731970970024083
QQP000473,159778,std,E gene,toi,FAM,duplex,C24,31.72100675994808
QQP000473,90263,std,E gene,toi,FAM,duplex,M14,18.811599000626078
QQP000475,90290,std,E gene,toi,FAM,duplex,C14,19.64519915736058
QQP000475,90298,std,E gene,toi,FAM,duplex,C13,26.87217573446858
QQP000475,6878,std,E gene,toi,FAM,duplex,K1,22.64462770418458
QQP000476,6885,std,E gene,toi,FAM,duplex,I2,25.151392035694077
QQP000476,48600,std,E gene,toi,FAM,duplex,O8,31.164295597008078
QQP000477,48616,std,E gene,toi,FAM,duplex,O8,31.01796614746458
QQP000477,118139,std,E gene,toi,FAM,duplex,E17,32.81208158435358
QQP000477,104240,std,E gene,toi,FAM,duplex,O15,21.69660192670358
QQP000478,159867,std,E gene,toi,FAM,duplex,E23,34.04132128596408
QQP000481,118198,std,E gene,toi,FAM,duplex,K18,32.20314998548058
QQP000481,146007,std,E gene,toi,FAM,duplex,M22,32.94019429643258
QQP000482,6987,std,E gene,toi,FAM,duplex,E1,26.11934883718458
QQP000482,6988,std,E gene,toi,FAM,duplex,G1,25.87482451712858
QQP000482,34796,std,E gene,toi,FAM,duplex,G5,22.31831454208558
QQP000482,104316,std,E gene,toi,FAM,duplex,G15,20.07502986149958
QQP000482,20894,std,E gene,toi,FAM,duplex,K3,18.13462207677658
QQP000482,62608,std,E gene,toi,FAM,duplex,O9,29.44770949157058
QQP000484,20917,std,E gene,toi,FAM,duplex,I4,19.58837920508008
QQP000485,62648,std,E gene,toi,FAM,duplex,O10,27.45616866433908
QQP000485,7033,std,E gene,toi,FAM,duplex,A1,31.59258147209508
QQP000485,76553,std,E gene,toi,FAM,duplex,A11,29.14344836402608
QQP000486,146089,std,E gene,toi,FAM,duplex,A21,35.01139549424458
QQP000487,90490,std,E gene,toi,FAM,duplex,C13,33.017134142093084
QQP000487,7068,std,E gene,toi,FAM,duplex,G1,28.07047339212108
QQP000487,90492,std,E gene,toi,FAM,duplex,G13,20.15145498852008
QQP000487,34879,std,E gene,toi,FAM,duplex,M5,30.80819962254108
QQP000488,76601,std,E gene,toi,FAM,duplex,A11,29.84766788712458
QQP000488,132217,std,E gene,toi,FAM,duplex,A19,17.54846048984858
QQP000488,20988,std,E gene,toi,FAM,duplex,G3,34.43943671002958
QQP000489,7097,std,E gene,toi,FAM,duplex,A1,25.474488128616077
QQP000489,7101,std,E gene,toi,FAM,duplex,I1,35.11585512072308
QQP000490,90543,std,E gene,toi,FAM,duplex,M13,23.37705815780808
QQP000491,34942,std,E gene,toi,FAM,duplex,K5,32.99421686647558
QQP000493,132302,std,E gene,toi,FAM,duplex,K19,31.99111619553558
QQP000495,34995,std,E gene,toi,FAM,duplex,E6,24.810771709292577
QQP000495,7189,std,E gene,toi,FAM,duplex,I2,31.83562859376058
QQP000495,21104,std,E gene,toi,FAM,duplex,O3,31.83562859376058
QQP000496,104541,std,E gene,toi,FAM,duplex,I15,24.98895294804358
QQP000497,76752,std,E gene,toi,FAM,duplex,O11,16.094907049172583
QQP000498,104574,std,E gene,toi,FAM,duplex,K15,33.427391254900584
QQP000499,7262,std,E gene,toi,FAM,duplex,K1,10.30869970913958
QQP000500,90697,std,E gene,toi,FAM,duplex,A13,31.44897776477108
QQP000501,48994,std,E gene,toi,FAM,duplex,C8,30.922727012172082
QQP000501,62898,std,E gene,toi,FAM,duplex,C10,30.24595990219608
QQP000501,7283,std,E gene,toi,FAM,duplex,E2,24.99942804363808
QQP000501,35096,std,E gene,toi,FAM,duplex,O6,26.01509562031108
QQP000501,7289,std,E gene,toi,FAM,duplex,A1,33.532397376266076
QQP000501,21193,std,E gene,toi,FAM,duplex,A3,32.21560644971608
QQP000501,132426,std,E gene,toi,FAM,duplex,C19,33.337087955353084
QQP000501,21198,std,E gene,toi,FAM,duplex,K3,32.50273047615208
QQP000502,118540,std,E gene,toi,FAM,duplex,G17,29.16249607965158
QQP000503,132456,std,E gene,toi,FAM,duplex,O20,32.83934821901258
QQP000503,62938,std,E gene,toi,FAM,duplex,C9,26.447129441039582
QQP000503,160266,std,E gene,toi,FAM,duplex,C23,33.83934821901258
QQP000503,62942,std,E gene,toi,FAM,duplex,K9,25.801778329131583
QQP000504,62954,std,E gene,toi,FAM,duplex,C9,29.97912187929908
QQP000504,132475,std,E gene,toi,FAM,duplex,E19,28.60659928026008
QQP000504,132476,std,E gene,toi,FAM,duplex,G19,24.41033935118508
QQP000504,118573,std,E gene,toi,FAM,duplex,I17,31.37376446295008
QQP000504,7342,std,E gene,toi,FAM,duplex,K1,31.76902946630408
QQP000504,132478,std,E gene,toi,FAM,duplex,K19,30.23180918190108
QQP000504,7343,std,E gene,toi,FAM,duplex,M1,31.80761460997108
QQP000508,132534,std,E gene,toi,FAM,duplex,K20,32.07198619300658
QQP000510,49144,std,E gene,toi,FAM,duplex,O8,14.59372494429758
QQP000511,160387,std,E gene,toi,FAM,duplex,E24,29.56719989442458
